ID,ECFP_L1,ECFP_L2,COAF_L1,COAF_L2
10678,CC(N(CC(C1)NC(CNS(c(cc2)cc(C3)c2NC3=O)(=O)=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)=O)=O,CC(N(CC(C1)NC(CNS(c(cc2)cc(C3)c2NC3=O)(=O)=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)=O)[Hg])=O
10679,CC(N(CC(C1)NC(c2ccc(CN(C(CN3)=O)C3=O)cc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c1ccc(CN(C(CN2)=O)C2=O)cc1)=O)=O,CC(N(CC(C1)NC(c2ccc(CN(C(CN3)=O)C3=O)cc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c1ccc(CN(C(CN2)=O)C2=O)cc1)=O)[Hg])=O
10680,CCOc(cc1)ccc1C(CCC(NC(CC1C(O)=O)CN1C(C)=O)=O)=O,CCOc(cc1)ccc1C(CCC(NC(CC1)CN1C(C)=O)=O)=O,CCOc(cc1)ccc1C(CCC(NC(CC1C([Hg])=O)CN1C(C)=O)=O)=O,CCOc(cc1)ccc1C(CCC(N(C(CC1)CN1C(C)=O)[Hg])=O)=O
10681,CC(N(CC(C1)NC(CC(c2c3cccc2)OC3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CC(c1c2cccc1)OC2=O)=O)=O,CC(N(CC(C1)NC(CC(c2c3cccc2)OC3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CC(c1c2cccc1)OC2=O)=O)[Hg])=O
10682,CC(N(CC(C1)NC(CCC(c(cc2)ccc2-c2ccccc2)=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CCC(c(cc1)ccc1-c1ccccc1)=O)=O)=O,CC(N(CC(C1)NC(CCC(c(cc2)ccc2-c2ccccc2)=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CCC(c(cc1)ccc1-c1ccccc1)=O)=O)[Hg])=O
10683,CC(N(CC(C1)NC(C(CC2)c(cccc3)c3C2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C(CC1)c(cccc2)c2C1=O)=O)=O,CC(N(CC(C1)NC(C(CC2)c(cccc3)c3C2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C(CC1)c(cccc2)c2C1=O)=O)[Hg])=O
10684,CC(N(CC(C1)NC(c(cc2)cc(NC(CN3)=O)c2C3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cc(NC(CN2)=O)c1C2=O)=O)=O,CC(N(CC(C1)NC(c(cc2)cc(NC(CN3)=O)c2C3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cc(NC(CN2)=O)c1C2=O)=O)[Hg])=O
10685,CC(N(CC(C1)NC(c(cc2)cc(CCC3)c2C3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cc(CCC2)c1C2=O)=O)=O,CC(N(CC(C1)NC(c(cc2)cc(CCC3)c2C3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cc(CCC2)c1C2=O)=O)[Hg])=O
10686,CC(N(CC(C1)NC(CN(c(ccc(S(N)(=O)=O)c2)c2O2)C2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CN(c(ccc(S(N)(=O)=O)c1)c1O1)C1=O)=O)=O,CC(N(CC(C1)NC(CN(c(ccc(S(N)(=O)=O)c2)c2O2)C2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CN(c(ccc(S(N)(=O)=O)c1)c1O1)C1=O)=O)[Hg])=O
10687,CC(N(CC(C1)NC(C(C2)c(cccc3)c3C2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C(C1)c(cccc2)c2C1=O)=O)=O,CC(N(CC(C1)NC(C(C2)c(cccc3)c3C2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C(C1)c(cccc2)c2C1=O)=O)[Hg])=O
10688,CC(N(CC(C1)NC(c(cc2)cc(CC3)c2NC3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)cc(CC2)c1NC2=O)=O)=O,CC(N(CC(C1)NC(c(cc2)cc(CC3)c2NC3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)cc(CC2)c1NC2=O)=O)[Hg])=O
10689,CC(N(CC(C1)NC(CN(C(C(CC2)(c3c2cccc3)N2)=O)C2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CN(C(C(CC1)(c2c1cccc2)N1)=O)C1=O)=O)=O,CC(N(CC(C1)NC(CN(C(C(CC2)(c3c2cccc3)N2)=O)C2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CN(C(C(CC1)(c2c1cccc2)N1)=O)C1=O)=O)[Hg])=O
10690,CC(N(CC(C1)NC(C[C@@H]2Nc(cccc3)c3NC2=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C[C@@H]1Nc(cccc2)c2NC1=O)=O)=O,CC(N(CC(C1)NC(C[C@@H]2Nc(cccc3)c3NC2=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C[C@@H]1Nc(cccc2)c2NC1=O)=O)[Hg])=O
10691,CC(N(CC(C1)NC(C(c2c3cccc2)=NNC3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(C(c1c2cccc1)=NNC2=O)=O)=O,CC(N(CC(C1)NC(C(c2c3cccc2)=NNC3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(C(c1c2cccc1)=NNC2=O)=O)[Hg])=O
10692,CC(N(CC(C1)NC(CC(c2c3cccc2)=NNC3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CC(c1c2cccc1)=NNC2=O)=O)=O,CC(N(CC(C1)NC(CC(c2c3cccc2)=NNC3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CC(c1c2cccc1)=NNC2=O)=O)[Hg])=O
10693,CC(N(CC(C1)NC(c(cccc2)c2-c2ccccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cccc1)c1-c1ccccc1)=O)=O,CC(N(CC(C1)NC(c(cccc2)c2-c2ccccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cccc1)c1-c1ccccc1)=O)[Hg])=O
10694,CC(N(CC(C1)NC(c(cc2)ccc2C#N)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ccc1C#N)=O)=O,CC(N(CC(C1)NC(c(cc2)ccc2C#N)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ccc1C#N)=O)[Hg])=O
10695,CC(N(CC(C1)NC(CCN(C(c2c3cccc2)=O)C3=O)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CCN(C(c1c2cccc1)=O)C2=O)=O)=O,CC(N(CC(C1)NC(CCN(C(c2c3cccc2)=O)C3=O)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CCN(C(c1c2cccc1)=O)C2=O)=O)[Hg])=O
10696,CC(N(CC(C1)NC(c([o]2)ccc2Br)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c([o]1)ccc1Br)=O)=O,CC(N(CC(C1)NC(c([o]2)ccc2Br)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c([o]1)ccc1Br)=O)[Hg])=O
10697,CC(C)Cc1ccc(C(C)C(NC(CC2C(O)=O)CN2C(C)=O)=O)cc1,CC(C)Cc1ccc(C(C)C(NC(CC2)CN2C(C)=O)=O)cc1,CC(C)Cc1ccc(C(C)C(NC(CC2C([Hg])=O)CN2C(C)=O)=O)cc1,CC(C)Cc1ccc(C(C)C(N(C(CC2)CN2C(C)=O)[Hg])=O)cc1
10698,CC(N(CC(C1)NC(c(cccc2)c2I)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cccc1)c1I)=O)=O,CC(N(CC(C1)NC(c(cccc2)c2I)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cccc1)c1I)=O)[Hg])=O
10699,CC(N(CC(C1)NC(CCc2cc(Cl)cc(Cl)c2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(CCc1cc(Cl)cc(Cl)c1)=O)=O,CC(N(CC(C1)NC(CCc2cc(Cl)cc(Cl)c2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(CCc1cc(Cl)cc(Cl)c1)=O)[Hg])=O
10700,CC(N(CC(C1)NC(c(cc2)ccc2OCc2ccccc2)=O)C1C(O)=O)=O,CC(N(CC1)CC1NC(c(cc1)ccc1OCc1ccccc1)=O)=O,CC(N(CC(C1)NC(c(cc2)ccc2OCc2ccccc2)=O)C1C([Hg])=O)=O,CC(N(CC1)CC1N(C(c(cc1)ccc1OCc1ccccc1)=O)[Hg])=O
10701,CC(C)CC(NC(C1)CC1C(O)=O)=O,CC(C)CC(NC1CCC1)=O,CC(C)CC(NC(C1)CC1C([Hg])=O)=O,CC(C)CC(N(C1CCC1)[Hg])=O
10702,CC/C=C\CC(NC(C1)CC1C(O)=O)=O,CC/C=C\CC(NC1CCC1)=O,CC/C=C\CC(NC(C1)CC1C([Hg])=O)=O,CC/C=C\CC(N(C1CCC1)[Hg])=O
10703,CCC(C)CC(NC(C1)CC1C(O)=O)=O,CCC(C)CC(NC1CCC1)=O,CCC(C)CC(NC(C1)CC1C([Hg])=O)=O,CCC(C)CC(N(C1CCC1)[Hg])=O
10704,CC(C)CCC(NC(C1)CC1C(O)=O)=O,CC(C)CCC(NC1CCC1)=O,CC(C)CCC(NC(C1)CC1C([Hg])=O)=O,CC(C)CCC(N(C1CCC1)[Hg])=O
10705,OC(C(C1)CC1NC(CC1CCCC1)=O)=O,O=C(CC1CCCC1)NC1CCC1,O=C(CC1CCCC1)NC(C1)CC1C([Hg])=O,O=C(CC1CCCC1)N(C1CCC1)[Hg]
10706,OC(C(C1)CC1NC(CCC1CCCC1)=O)=O,O=C(CCC1CCCC1)NC1CCC1,O=C(CCC1CCCC1)NC(C1)CC1C([Hg])=O,O=C(CCC1CCCC1)N(C1CCC1)[Hg]
10707,OC(C(C1)CC1NC(CC1CCCCC1)=O)=O,O=C(CC1CCCCC1)NC1CCC1,O=C(CC1CCCCC1)NC(C1)CC1C([Hg])=O,O=C(CC1CCCCC1)N(C1CCC1)[Hg]
10708,CC(C)(C)CC(NC(C1)CC1C(O)=O)=O,CC(C)(C)CC(NC1CCC1)=O,CC(C)(C)CC(NC(C1)CC1C([Hg])=O)=O,CC(C)(C)CC(N(C1CCC1)[Hg])=O
10709,CC(CC(C)(C)C)CC(NC(C1)CC1C(O)=O)=O,CC(CC(C)(C)C)CC(NC1CCC1)=O,CC(CC(C)(C)C)CC(NC(C1)CC1C([Hg])=O)=O,CC(CC(C)(C)C)CC(N(C1CCC1)[Hg])=O
10710,OC(C(C1)CC1NC(Cc(cccc1)c1OC(F)(F)F)=O)=O,O=C(Cc(cccc1)c1OC(F)(F)F)NC1CCC1,O=C(Cc(cccc1)c1OC(F)(F)F)NC(C1)CC1C([Hg])=O,O=C(Cc(cccc1)c1OC(F)(F)F)N(C1CCC1)[Hg]
10711,CC(CC(NC(C1)CC1C(O)=O)=O)C=C,CC(CC(NC1CCC1)=O)C=C,CC(CC(NC(C1)CC1C([Hg])=O)=O)C=C,CC(CC(N(C1CCC1)[Hg])=O)C=C
10712,CC(C)([C@H](CC(NC(C1)CC1C(O)=O)=O)C1)[C@@H]1C(C)=O,CC(C)([C@H](CC(NC1CCC1)=O)C1)[C@@H]1C(C)=O,CC(C)([C@H](CC(NC(C1)CC1C([Hg])=O)=O)C1)[C@@H]1C(C)=O,CC(C)([C@H](CC(N(C1CCC1)[Hg])=O)C1)[C@@H]1C(C)=O
10713,CC(CCC(NC(C1)CC1C(O)=O)=O)=O,CC(CCC(NC1CCC1)=O)=O,CC(CCC(NC(C1)CC1C([Hg])=O)=O)=O,CC(CCC(N(C1CCC1)[Hg])=O)=O
10714,CCCCC(NC(C1)CC1C(O)=O)=O,CCCCC(NC1CCC1)=O,CCCCC(NC(C1)CC1C([Hg])=O)=O,CCCCC(N(C1CCC1)[Hg])=O
10715,C=CCCC(NC(C1)CC1C(O)=O)=O,C=CCCC(NC1CCC1)=O,C=CCCC(NC(C1)CC1C([Hg])=O)=O,C=CCCC(N(C1CCC1)[Hg])=O
10716,CCOCCC(NC(C1)CC1C(O)=O)=O,CCOCCC(NC1CCC1)=O,CCOCCC(NC(C1)CC1C([Hg])=O)=O,CCOCCC(N(C1CCC1)[Hg])=O
10717,OCC(NC(C1)CC1C(O)=O)=O,OCC(NC1CCC1)=O,OCC(NC(C1)CC1C([Hg])=O)=O,OCC(N(C1CCC1)[Hg])=O
10718,CC(C)c1ccc(CCC(NC(C2)CC2C(O)=O)=O)cc1,CC(C)c1ccc(CCC(NC2CCC2)=O)cc1,CC(C)c1ccc(CCC(NC(C2)CC2C([Hg])=O)=O)cc1,CC(C)c1ccc(CCC(N(C2CCC2)[Hg])=O)cc1
10719,Cc1cc(C)c(CCC(NC(C2)CC2C(O)=O)=O)cc1,Cc1cc(C)c(CCC(NC2CCC2)=O)cc1,Cc1cc(C)c(CCC(NC(C2)CC2C([Hg])=O)=O)cc1,Cc1cc(C)c(CCC(N(C2CCC2)[Hg])=O)cc1
10720,OC(C(C1)CC1NC(CNC(c1ccccc1)=O)=O)=O,O=C(CNC(c1ccccc1)=O)NC1CCC1,O=C(CNC(c1ccccc1)=O)NC(C1)CC1C([Hg])=O,O=C(CNC(c1ccccc1)=O)N(C1CCC1)[Hg]
10721,OC(C(C1)CC1NC(C[C@H]1[C@H](CC2)C[C@H]2C1)=O)=O,O=C(C[C@H]1[C@H](CC2)C[C@H]2C1)NC1CCC1,O=C(C[C@H]1[C@H](CC2)C[C@H]2C1)NC(C1)CC1C([Hg])=O,O=C(C[C@H]1[C@H](CC2)C[C@H]2C1)N(C1CCC1)[Hg]
10722,Cc1cc(CC(NC(C2)CC2C(O)=O)=O)c(C)cc1,Cc1cc(CC(NC2CCC2)=O)c(C)cc1,Cc1cc(CC(NC(C2)CC2C([Hg])=O)=O)c(C)cc1,Cc1cc(CC(N(C2CCC2)[Hg])=O)c(C)cc1
10723,Cc1c(CC(NC(C2)CC2C(O)=O)=O)cccc1,Cc1c(CC(NC2CCC2)=O)cccc1,Cc1c(CC(NC(C2)CC2C([Hg])=O)=O)cccc1,Cc1c(CC(N(C2CCC2)[Hg])=O)cccc1
10724,Cc1ccc(CC(NC(C2)CC2C(O)=O)=O)cc1,Cc1ccc(CC(NC2CCC2)=O)cc1,Cc1ccc(CC(NC(C2)CC2C([Hg])=O)=O)cc1,Cc1ccc(CC(N(C2CCC2)[Hg])=O)cc1
10725,Cc1cccc(CC(NC(C2)CC2C(O)=O)=O)c1,Cc1cccc(CC(NC2CCC2)=O)c1,Cc1cccc(CC(NC(C2)CC2C([Hg])=O)=O)c1,Cc1cccc(CC(N(C2CCC2)[Hg])=O)c1
10726,OC(C(C1)CC1NC(CCc1ccccc1)=O)=O,O=C(CCc1ccccc1)NC1CCC1,O=C(CCc1ccccc1)NC(C1)CC1C([Hg])=O,O=C(CCc1ccccc1)N(C1CCC1)[Hg]
10727,Cc(cc1)ccc1S(NCC(NC(C1)CC1C(O)=O)=O)(=O)=O,Cc(cc1)ccc1S(NCC(NC1CCC1)=O)(=O)=O,Cc(cc1)ccc1S(NCC(NC(C1)CC1C([Hg])=O)=O)(=O)=O,Cc(cc1)ccc1S(NCC(N(C1CCC1)[Hg])=O)(=O)=O
10728,OC(C(C1)CC1NC(C/C=C/c1ccccc1)=O)=O,O=C(C/C=C/c1ccccc1)NC1CCC1,O=C(C/C=C/c1ccccc1)NC(C1)CC1C([Hg])=O,O=C(C/C=C/c1ccccc1)N(C1CCC1)[Hg]
10729,OC(C(C1)CC1NC(CCOc1ccccc1)=O)=O,O=C(CCOc1ccccc1)NC1CCC1,O=C(CCOc1ccccc1)NC(C1)CC1C([Hg])=O,O=C(CCOc1ccccc1)N(C1CCC1)[Hg]
10730,CN(CC(NC(C1)CC1C(O)=O)=O)C(c1ccccc1)=O,CN(CC(NC1CCC1)=O)C(c1ccccc1)=O,CN(CC(NC(C1)CC1C([Hg])=O)=O)C(c1ccccc1)=O,CN(CC(N(C1CCC1)[Hg])=O)C(c1ccccc1)=O
10731,Cc(cc1)ccc1SCC(NC(C1)CC1C(O)=O)=O,Cc(cc1)ccc1SCC(NC1CCC1)=O,Cc(cc1)ccc1SCC(NC(C1)CC1C([Hg])=O)=O,Cc(cc1)ccc1SCC(N(C1CCC1)[Hg])=O
10732,O[C@H](CC(NC(C1)CC1C(O)=O)=O)c1ccccc1,O[C@H](CC(NC1CCC1)=O)c1ccccc1,O[C@H](CC(NC(C1)CC1C([Hg])=O)=O)c1ccccc1,O[C@H](CC(N(C1CCC1)[Hg])=O)c1ccccc1
10733,CN(C)c1ccc(CC(NC(C2)CC2C(O)=O)=O)cc1,CN(C)c1ccc(CC(NC2CCC2)=O)cc1,CN(C)c1ccc(CC(NC(C2)CC2C([Hg])=O)=O)cc1,CN(C)c1ccc(CC(N(C2CCC2)[Hg])=O)cc1
10734,COc1c(CC(NC(C2)CC2C(O)=O)=O)cccc1,COc1c(CC(NC2CCC2)=O)cccc1,COc1c(CC(NC(C2)CC2C([Hg])=O)=O)cccc1,COc1c(CC(N(C2CCC2)[Hg])=O)cccc1
10735,COc(cc1)cc(CCC(NC(C2)CC2C(O)=O)=O)c1OC,COc(cc1)cc(CCC(NC2CCC2)=O)c1OC,COc(cc1)cc(CCC(NC(C2)CC2C([Hg])=O)=O)c1OC,COc(cc1)cc(CCC(N(C2CCC2)[Hg])=O)c1OC
10736,COc1cc(OC)c(CCC(NC(C2)CC2C(O)=O)=O)cc1,COc1cc(OC)c(CCC(NC2CCC2)=O)cc1,COc1cc(OC)c(CCC(NC(C2)CC2C([Hg])=O)=O)cc1,COc1cc(OC)c(CCC(N(C2CCC2)[Hg])=O)cc1
10737,OC(C(C1)CC1NC(CCc1ccc[o]1)=O)=O,O=C(CCc1ccc[o]1)NC1CCC1,O=C(CCc1ccc[o]1)NC(C1)CC1C([Hg])=O,O=C(CCc1ccc[o]1)N(C1CCC1)[Hg]
10738,COc1cccc(CCC(NC(C2)CC2C(O)=O)=O)c1OC,COc1cccc(CCC(NC2CCC2)=O)c1OC,COc1cccc(CCC(NC(C2)CC2C([Hg])=O)=O)c1OC,COc1cccc(CCC(N(C2CCC2)[Hg])=O)c1OC
10739,Cc(cccc1)c1OCC(NC(C1)CC1C(O)=O)=O,Cc(cccc1)c1OCC(NC1CCC1)=O,Cc(cccc1)c1OCC(NC(C1)CC1C([Hg])=O)=O,Cc(cccc1)c1OCC(N(C1CCC1)[Hg])=O
10740,Cc(cccc1)c1C(NCC(NC(C1)CC1C(O)=O)=O)=O,Cc(cccc1)c1C(NCC(NC1CCC1)=O)=O,Cc(cccc1)c1C(NCC(NC(C1)CC1C([Hg])=O)=O)=O,Cc(cccc1)c1C(NCC(N(C1CCC1)[Hg])=O)=O
10741,Cc1cccc(C(NCC(NC(C2)CC2C(O)=O)=O)=O)c1,Cc1cccc(C(NCC(NC2CCC2)=O)=O)c1,Cc1cccc(C(NCC(NC(C2)CC2C([Hg])=O)=O)=O)c1,Cc1cccc(C(NCC(N(C2CCC2)[Hg])=O)=O)c1
10742,Cc(cc1)ccc1C(NCC(NC(C1)CC1C(O)=O)=O)=O,Cc(cc1)ccc1C(NCC(NC1CCC1)=O)=O,Cc(cc1)ccc1C(NCC(NC(C1)CC1C([Hg])=O)=O)=O,Cc(cc1)ccc1C(NCC(N(C1CCC1)[Hg])=O)=O
10743,CC(c(cc1)ccc1OCC(NC(C1)CC1C(O)=O)=O)=O,CC(c(cc1)ccc1OCC(NC1CCC1)=O)=O,CC(c(cc1)ccc1OCC(NC(C1)CC1C([Hg])=O)=O)=O,CC(c(cc1)ccc1OCC(N(C1CCC1)[Hg])=O)=O
10744,CC(CC(NC(C1)CC1C(O)=O)=O)(C(F)(F)F)O,CC(CC(NC1CCC1)=O)(C(F)(F)F)O,CC(CC(NC(C1)CC1C([Hg])=O)=O)(C(F)(F)F)O,CC(CC(N(C1CCC1)[Hg])=O)(C(F)(F)F)O
10745,OC(C(C1)CC1NC(CCNC(c1ccccc1)=O)=O)=O,O=C(CCNC(c1ccccc1)=O)NC1CCC1,O=C(CCNC(c1ccccc1)=O)NC(C1)CC1C([Hg])=O,O=C(CCNC(c1ccccc1)=O)N(C1CCC1)[Hg]
10746,OCc1ccc(CC(NC(C2)CC2C(O)=O)=O)cc1,OCc1ccc(CC(NC2CCC2)=O)cc1,OCc1ccc(CC(NC(C2)CC2C([Hg])=O)=O)cc1,OCc1ccc(CC(N(C2CCC2)[Hg])=O)cc1
10747,OC(C(C1)CC1NC(Cc(cc1)cc2c1OCO2)=O)=O,O=C(Cc(cc1)cc2c1OCO2)NC1CCC1,O=C(Cc(cc1)cc2c1OCO2)NC(C1)CC1C([Hg])=O,O=C(Cc(cc1)cc2c1OCO2)N(C1CCC1)[Hg]
10748,COc(cc(CC(NC(C1)CC1C(O)=O)=O)cc1)c1O,COc(cc(CC(NC1CCC1)=O)cc1)c1O,COc(cc(CC(NC(C1)CC1C([Hg])=O)=O)cc1)c1O,COc(cc(CC(N(C1CCC1)[Hg])=O)cc1)c1O
10749,COc(cc1)cc(CC(NC(C2)CC2C(O)=O)=O)c1OC,COc(cc1)cc(CC(NC2CCC2)=O)c1OC,COc(cc1)cc(CC(NC(C2)CC2C([Hg])=O)=O)c1OC,COc(cc1)cc(CC(N(C2CCC2)[Hg])=O)c1OC
10750,COc1cccc(CC(NC(C2)CC2C(O)=O)=O)c1OC,COc1cccc(CC(NC2CCC2)=O)c1OC,COc1cccc(CC(NC(C2)CC2C([Hg])=O)=O)c1OC,COc1cccc(CC(N(C2CCC2)[Hg])=O)c1OC
10751,OC(C(C1)CC1NC(CCc(cc1)cc2c1OCC2)=O)=O,O=C(CCc(cc1)cc2c1OCC2)NC1CCC1,O=C(CCc(cc1)cc2c1OCC2)NC(C1)CC1C([Hg])=O,O=C(CCc(cc1)cc2c1OCC2)N(C1CCC1)[Hg]
10752,COc(cccc1CCC(NC(C2)CC2C(O)=O)=O)c1Cl,COc(cccc1CCC(NC2CCC2)=O)c1Cl,COc1cccc(CCC(NC(C2)CC2C([Hg])=O)=O)c1Cl,COc1cccc(CCC(N(C2CCC2)[Hg])=O)c1Cl
10753,COc(ccc(CCC(NC(C1)CC1C(O)=O)=O)c1)c1Cl,COc(ccc(CCC(NC1CCC1)=O)c1)c1Cl,COc(ccc(CCC(NC(C1)CC1C([Hg])=O)=O)c1)c1Cl,COc(ccc(CCC(N(C1CCC1)[Hg])=O)c1)c1Cl
10754,COc(cccc1)c1OCC(NC(C1)CC1C(O)=O)=O,COc(cccc1)c1OCC(NC1CCC1)=O,COc(cccc1)c1OCC(NC(C1)CC1C([Hg])=O)=O,COc(cccc1)c1OCC(N(C1CCC1)[Hg])=O
10755,COc(cc1)cc(C(CCC(NC(C2)CC2C(O)=O)=O)=O)c1OC,COc(cc1)cc(C(CCC(NC2CCC2)=O)=O)c1OC,COc(cc1)cc(C(CCC(NC(C2)CC2C([Hg])=O)=O)=O)c1OC,COc(cc1)cc(C(CCC(N(C2CCC2)[Hg])=O)=O)c1OC
10756,OC(C(C1)CC1NC(CCCC1CCCCC1)=O)=O,O=C(CCCC1CCCCC1)NC1CCC1,O=C(CCCC1CCCCC1)NC(C1)CC1C([Hg])=O,O=C(CCCC1CCCCC1)N(C1CCC1)[Hg]
10757,OC(C(C1)CC1NC(Cc(cc1)cc(C(F)(F)F)c1F)=O)=O,O=C(Cc(cc1)cc(C(F)(F)F)c1F)NC1CCC1,O=C(Cc(cc1)cc(C(F)(F)F)c1F)NC(C1)CC1C([Hg])=O,O=C(Cc(cc1)cc(C(F)(F)F)c1F)N(C1CCC1)[Hg]
10758,COc1cc(CCC(NC(C2)CC2C(O)=O)=O)cc(OC)c1OC,COc1cc(CCC(NC2CCC2)=O)cc(OC)c1OC,COc1cc(CCC(NC(C2)CC2C([Hg])=O)=O)cc(OC)c1OC,COc1cc(CCC(N(C2CCC2)[Hg])=O)cc(OC)c1OC
10759,OC(C(C1)CC1NC(Cc(c(F)ccc1)c1Cl)=O)=O,O=C(Cc(c(F)ccc1)c1Cl)NC1CCC1,O=C(Cc(c(F)ccc1)c1Cl)NC(C1)CC1C([Hg])=O,O=C(Cc(c(F)ccc1)c1Cl)N(C1CCC1)[Hg]
10760,OC(C(C1)CC1NC(Cc(ccc(F)c1)c1Cl)=O)=O,O=C(Cc(ccc(F)c1)c1Cl)NC1CCC1,O=C(Cc(ccc(F)c1)c1Cl)NC(C1)CC1C([Hg])=O,O=C(Cc(ccc(F)c1)c1Cl)N(C1CCC1)[Hg]
10761,OC(C(C1)CC1NC(CCc1ccc(C(F)(F)F)cc1)=O)=O,O=C(CCc1ccc(C(F)(F)F)cc1)NC1CCC1,O=C(CCc1ccc(C(F)(F)F)cc1)NC(C1)CC1C([Hg])=O,O=C(CCc1ccc(C(F)(F)F)cc1)N(C1CCC1)[Hg]
10762,COc1cc(F)c(CC(NC(C2)CC2C(O)=O)=O)cc1,COc1cc(F)c(CC(NC2CCC2)=O)cc1,COc1cc(F)c(CC(NC(C2)CC2C([Hg])=O)=O)cc1,COc1cc(F)c(CC(N(C2CCC2)[Hg])=O)cc1
10763,COc1nc(CCC(NC(C2)CC2C(O)=O)=O)nc(OC)c1,COc1nc(CCC(NC2CCC2)=O)nc(OC)c1,COc1nc(CCC(NC(C2)CC2C([Hg])=O)=O)nc(OC)c1,COc1nc(CCC(N(C2CCC2)[Hg])=O)nc(OC)c1
10764,OC(C(C1)CC1NC(CCc1cnccc1)=O)=O,O=C(CCc1cnccc1)NC1CCC1,O=C(CCc1cnccc1)NC(C1)CC1C([Hg])=O,O=C(CCc1cnccc1)N(C1CCC1)[Hg]
10765,C[C@H]([C@H](CCCCCC(NC(C1)CC1C(O)=O)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(NC1CCC1)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(NC(C1)CC1C([Hg])=O)=O)N1)NC1=O,C[C@H]([C@H](CCCCCC(N(C1CCC1)[Hg])=O)N1)NC1=O
10766,OC(C(C1)CC1NC(CCCc(cc1)ccc1I)=O)=O,O=C(CCCc(cc1)ccc1I)NC1CCC1,O=C(CCCc(cc1)ccc1I)NC(C1)CC1C([Hg])=O,O=C(CCCc(cc1)ccc1I)N(C1CCC1)[Hg]
10767,OC(C(C1)CC1NC(COc1ccccc1)=O)=O,O=C(COc1ccccc1)NC1CCC1,O=C(COc1ccccc1)NC(C1)CC1C([Hg])=O,O=C(COc1ccccc1)N(C1CCC1)[Hg]
10768,OC(C(C1)CC1NC(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)=O)=O,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)NC1CCC1,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)NC(C1)CC1C([Hg])=O,O=C(CC1(C[C@H](C2)C3)C[C@H]3CC2C1)N(C1CCC1)[Hg]
